Ticker,Date,Prediction,Model,F1_Score,Confidence
PPE,2025-05-11,0,logistic_regression,0.7575757575757576,0.7258039023387441
PPI,2025-05-11,1,svm,0.9885057471264368,0.532749573992287
PPP,2025-05-11,1,svm,0.7246376811594203,0.5853295822845669
PPS,2025-05-11,1,lstm,0.7246376811594203,0.637262761592865
PRC,2025-05-11,1,svm,0.6865671641791045,0.985001314811711
PSB,2025-05-11,0,svm,0.2608695652173913,0.5281449206029656
PSC,2025-05-11,1,svm,0.7605633802816901,0.6133762733394228
PSG,2025-05-11,1,lstm,0.9885057471264368,0.5491651296615601
PSI,2025-05-11,1,svm,0.7246376811594203,0.5390597754110957
PSL,2025-05-11,0,logistic_regression,0.5128205128205128,0.7357737321229618
PSP,2025-05-11,1,svm,0.7605633802816901,0.5528396977310333
PTB,2025-05-11,1,svm,0.5333333333333333,0.5163190390173477
PTC,2025-05-11,0,transformer,0.5957446808510638,0.5696067214012146
PTD,2025-05-11,1,svm,0.71875,0.9843993383494105
PTG,2025-05-11,1,lstm,0.9885057471264368,0.9999210834503174
PTH,2025-05-11,1,lstm,0.9647058823529412,0.9053866267204285
PTI,2025-05-11,1,lstm,0.7246376811594203,0.6521902680397034
PTL,2025-05-11,1,transformer,0.5806451612903226,0.5670326352119446
PTP,2025-05-11,0,svm,0.6440677966101694,0.5862446365329431
PTS,2025-05-11,1,transformer,0.7536231884057971,0.6372635364532471
PTT,2025-05-11,1,svm,0.8108108108108109,0.6450293309463249
PV2,2025-05-11,1,svm,0.8108108108108109,0.5706170526505113
PVA,2025-05-11,1,svm,0.9885057471264368,0.6855005827667878
PVC,2025-05-11,0,logistic_regression,0.6181818181818182,0.5304327041768805
PVD,2025-05-11,1,transformer,0.6296296296296297,0.5116396546363831
PVE,2025-05-11,1,lstm,0.7605633802816901,0.6368875503540039
PVG,2025-05-11,1,logistic_regression,0.5833333333333334,0.5009417756235826
PVI,2025-05-11,0,svm,0.6521739130434783,0.7595712548224867
PVL,2025-05-11,1,svm,0.8108108108108109,0.6182508099135058
PVR,2025-05-11,1,lstm,0.8860759493670886,0.7466614842414856
PVS,2025-05-11,1,svm,0.625,0.5089608477381097
PVT,2025-05-11,1,transformer,0.32,0.5067540407180786
PVV,2025-05-11,1,lstm,0.8,0.5155372023582458
PVX,2025-05-11,1,lstm,0.7777777777777778,0.6240361928939819
PX1,2025-05-11,1,lstm,0.9885057471264368,0.9896615743637085
PXA,2025-05-11,1,lstm,0.7945205479452054,0.640604555606842
PXI,2025-05-11,1,logistic_regression,0.7164179104477612,0.8795405564395237
PXL,2025-05-11,1,svm,0.625,0.5300051972129087
PXM,2025-05-11,1,lstm,0.8571428571428571,0.5463224053382874
PXS,2025-05-11,0,transformer,0.4651162790697674,0.5356019139289856
PXT,2025-05-11,0,transformer,0.4761904761904761,0.5214279294013977
QCC,2025-05-11,1,svm,0.8860759493670886,0.6854167521732404
QCG,2025-05-11,1,lstm,0.6666666666666666,0.5132569074630737
QNC,2025-05-11,1,svm,0.6865671641791045,0.556978005634915
QST,2025-05-11,1,transformer,0.9382716049382716,0.6687010526657104
QTC,2025-05-11,1,svm,0.8421052631578947,0.5395629078359946
RAL,2025-05-11,0,logistic_regression,0.6206896551724138,0.8726951158055616
RCL,2025-05-11,0,transformer,0.7761194029850746,0.5150569081306458
REE,2025-05-11,0,svm,0.5106382978723404,0.6382069498818198
RIC,2025-05-11,1,lstm,0.7945205479452054,0.6271106600761414
S12,2025-05-11,1,svm,0.926829268292683,0.7268434689938468
S27,2025-05-11,1,lstm,0.9885057471264368,0.9587321281433105
S55,2025-05-11,1,svm,0.926829268292683,0.5067131197436711
S74,2025-05-11,1,svm,0.8571428571428571,0.6157080993244339
S96,2025-05-11,1,lstm,0.9885057471264368,0.8057582974433899
S99,2025-05-11,0,svm,0.6545454545454545,0.5296548471277975
SAF,2025-05-11,1,svm,0.7945205479452054,0.5940543915436669
SAM,2025-05-11,0,transformer,0.5263157894736842,0.5333853363990784
SAP,2025-05-11,1,svm,0.9135802469135802,0.9733783094364009
SAV,2025-05-11,0,lstm,0.5818181818181818,0.5005809664726257
SBA,2025-05-11,1,lstm,0.6666666666666666,0.797230064868927
SBS,2025-05-11,0,svm,0.4864864864864865,0.5
SBT,2025-05-11,1,svm,0.7692307692307693,0.5365973631294455
SC5,2025-05-11,0,logistic_regression,0.6440677966101694,0.6045220196188215
SCC,2025-05-11,1,lstm,0.9,0.6217696666717529
SCD,2025-05-11,1,lstm,0.8378378378378378,0.5486775636672974
SCJ,2025-05-11,1,svm,0.7945205479452054,0.615489345184485
SCL,2025-05-11,1,logistic_regression,0.5116279069767442,0.6478629198711535
SCO,2025-05-11,1,logistic_regression,0.9397590361445785,0.8391964614495222
SCR,2025-05-11,1,lstm,0.6779661016949152,0.5023072361946106
SD1,2025-05-11,1,lstm,0.9885057471264368,0.8814074993133545
SD2,2025-05-11,1,lstm,0.7384615384615385,0.5340966582298279
SD4,2025-05-11,1,svm,0.7605633802816901,0.544051369536924
SD5,2025-05-11,1,svm,0.7037037037037037,0.5
SD6,2025-05-11,1,lstm,0.7714285714285715,0.809904932975769
SD7,2025-05-11,1,lstm,0.9135802469135802,0.5684297680854797
SD8,2025-05-11,0,logistic_regression,0.4,0.5699128237042776
SD9,2025-05-11,1,svm,0.6923076923076923,0.45657742917862504
SDA,2025-05-11,1,svm,0.6461538461538462,0.5679255079097588
SDB,2025-05-11,1,lstm,0.9885057471264368,0.9602971076965332
SDC,2025-05-11,0,svm,0.4897959183673469,0.8706592126486769
SDD,2025-05-11,1,lstm,0.7605633802816901,0.7460275888442993
SDG,2025-05-11,1,svm,0.8860759493670886,0.7297817678534302
SDJ,2025-05-11,1,lstm,0.9885057471264368,0.6877221465110779
SDK,2025-05-11,1,svm,0.6865671641791045,0.6569117304384579
SDN,2025-05-11,1,svm,0.7246376811594203,0.6463811003006716
SDP,2025-05-11,1,lstm,0.8421052631578947,0.8484176993370056
SDT,2025-05-11,1,svm,0.7058823529411765,0.5206169962695635
SDU,2025-05-11,1,svm,0.8860759493670886,0.6782068141470383
SDV,2025-05-11,1,logistic_regression,0.7887323943661971,0.999999745888944
SDY,2025-05-11,1,svm,0.8108108108108109,0.9663992889105361
SEB,2025-05-11,1,svm,0.7246376811594203,0.587877046135937
SED,2025-05-11,1,svm,0.7246376811594203,0.5069118438061289
SFC,2025-05-11,1,lstm,0.72,0.6083475947380066
SFI,2025-05-11,1,logistic_regression,0.6181818181818182,0.7843227153721881
SFN,2025-05-11,1,svm,0.6865671641791045,0.6069058102279096
SGC,2025-05-11,1,svm,0.6865671641791045,0.5729069810483921
SGD,2025-05-11,1,transformer,0.8533333333333334,0.5219737887382507
SGH,2025-05-11,1,svm,0.8108108108108109,0.5605813864688477
SGS,2025-05-11,1,svm,0.7058823529411765,0.6473222253085978
SGT,2025-05-11,1,svm,0.6666666666666666,0.5225133903733058
SHB,2025-05-11,0,logistic_regression,0.4615384615384615,0.840411346549045
SHC,2025-05-11,1,svm,0.6666666666666666,0.6050691394679886
SHI,2025-05-11,1,transformer,0.6865671641791045,0.5740660429000854
SHN,2025-05-11,1,lstm,0.6461538461538462,0.5261843800544739
SHP,2025-05-11,1,lstm,0.7076923076923077,0.5113108158111572
SHS,2025-05-11,1,transformer,0.6666666666666666,0.5798742175102234
SII,2025-05-11,1,svm,0.7428571428571429,0.5181567606475538
SJ1,2025-05-11,1,svm,0.6865671641791045,0.6261798942901793
SJC,2025-05-11,1,svm,0.9397590361445785,0.5453883728625805
SJD,2025-05-11,0,logistic_regression,0.6,0.8715717732801974
SJE,2025-05-11,1,svm,0.6031746031746031,0.5768128064758922
SJM,2025-05-11,1,svm,0.6461538461538462,0.6427984023366232
SJS,2025-05-11,1,lstm,0.7428571428571429,0.5158960223197937
SLS,2025-05-11,1,logistic_regression,0.5660377358490566,0.905008558709318
SMA,2025-05-11,1,logistic_regression,0.7058823529411765,0.7952061963249227
SMB,2025-05-11,1,svm,0.7428571428571429,0.5074613418781434
SMC,2025-05-11,1,lstm,0.5573770491803278,0.6660545468330383
SMT,2025-05-11,1,svm,0.7246376811594203,0.5781645370700799
SPC,2025-05-11,1,svm,0.8717948717948718,0.7936835625856788
SPD,2025-05-11,1,logistic_regression,0.9647058823529412,0.9502180502550287
SPI,2025-05-11,1,transformer,0.7575757575757576,0.5840036273002625
SPM,2025-05-11,1,logistic_regression,0.711864406779661,0.6264357918620002
SQC,2025-05-11,1,lstm,0.9397590361445785,0.6316505074501038
SRA,2025-05-11,0,logistic_regression,0.1714285714285714,0.5315396459599584
SRB,2025-05-11,1,svm,0.7246376811594203,0.6002029310766414
SRC,2025-05-11,0,transformer,0.1481481481481481,0.560347855091095
SRF,2025-05-11,0,logistic_regression,0.5384615384615384,0.7853534704557001
SSC,2025-05-11,1,transformer,0.746268656716418,0.5381255745887756
SSF,2025-05-11,1,lstm,0.9885057471264368,0.764659583568573
SSG,2025-05-11,1,svm,0.7428571428571429,0.9139422380234616
SSI,2025-05-11,0,lstm,0.0,0.5584990978240967
SSM,2025-05-11,1,lstm,0.7777777777777778,0.767673671245575
ST8,2025-05-11,0,lstm,0.0,0.6185715198516846
STB,2025-05-11,0,lstm,0.0,0.9792273640632629
STC,2025-05-11,0,logistic_regression,0.8059701492537313,0.7656829205115799
STG,2025-05-11,1,svm,0.6461538461538462,0.5332632722123402
STL,2025-05-11,1,lstm,0.9885057471264368,0.5688257217407227
STP,2025-05-11,1,svm,0.7605633802816901,0.5811385412539135
STS,2025-05-11,1,lstm,0.9885057471264368,0.950343906879425
STT,2025-05-11,1,svm,0.8266666666666667,0.6354005337073115
SVC,2025-05-11,1,logistic_regression,0.3448275862068966,0.8620621954381295
SVI,2025-05-11,1,svm,0.8421052631578947,0.5206289829865449
SVN,2025-05-11,1,svm,0.6440677966101694,0.7196905369193354
SVT,2025-05-11,0,transformer,0.1333333333333333,0.5102106928825378
SWC,2025-05-11,1,svm,0.6666666666666666,0.5316755255948433
SZL,2025-05-11,1,logistic_regression,0.5,0.5860423108012869
TBC,2025-05-11,1,lstm,0.6865671641791045,0.8369677662849426
TBT,2025-05-11,1,lstm,0.9885057471264368,0.9719270467758179
TBX,2025-05-11,1,lstm,0.9767441860465116,0.9997864365577698
TCL,2025-05-11,1,transformer,0.4761904761904761,0.5262190699577332
TCM,2025-05-11,1,lstm,0.4827586206896552,0.5860538482666016
TCO,2025-05-11,0,logistic_regression,0.4242424242424242,0.9104999751466827
TCR,2025-05-11,1,transformer,0.5777777777777777,0.5152105689048767
TCT,2025-05-11,1,lstm,0.5573770491803278,0.5916658639907837
TDC,2025-05-11,0,transformer,0.5128205128205128,0.5554187893867493
TDH,2025-05-11,1,logistic_regression,0.4912280701754385,0.9987298391094994
TDS,2025-05-11,1,svm,0.2608695652173913,0.5750228325755219
TDW,2025-05-11,1,svm,0.8571428571428571,0.5855169814635401
TET,2025-05-11,1,lstm,0.9647058823529412,0.9725425243377686
TGP,2025-05-11,1,svm,0.8266666666666667,0.6162755767998473
TH1,2025-05-11,1,logistic_regression,0.88,0.6855399133563344
THB,2025-05-11,1,svm,0.9135802469135802,0.5938306341984847
THG,2025-05-11,1,svm,0.7058823529411765,0.5088544431166676
THT,2025-05-11,0,transformer,0.7142857142857143,0.617156445980072
TIE,2025-05-11,1,svm,0.7945205479452054,0.5296935194185386
TIG,2025-05-11,1,logistic_regression,0.5806451612903226,0.5443167471535083
TIS,2025-05-11,1,svm,0.7605633802816901,0.5430317239791774
TIX,2025-05-11,1,svm,0.8266666666666667,0.9325171477105825
TJC,2025-05-11,1,svm,0.8108108108108109,0.5310190425048678
TKC,2025-05-11,1,lstm,0.9885057471264368,0.6975663900375366
TKU,2025-05-11,1,svm,0.7428571428571429,0.6213373015245601
TLG,2025-05-11,1,logistic_regression,0.55,0.7165804638963233
TLH,2025-05-11,0,logistic_regression,0.32,0.5812891787487434
TLT,2025-05-11,1,svm,0.7777777777777778,0.5678907255207617
TMC,2025-05-11,1,svm,0.7058823529411765,0.5730829933189422
TMP,2025-05-11,1,lstm,0.6461538461538462,0.579910397529602
TMS,2025-05-11,1,svm,0.7246376811594203,0.49355982497390927
TMT,2025-05-11,0,transformer,0.5769230769230769,0.5101553797721863
TMW,2025-05-11,1,lstm,0.8717948717948718,0.7937384247779846
TMX,2025-05-11,1,svm,0.8266666666666667,0.5615983875217876
TNA,2025-05-11,1,lstm,0.8860759493670886,0.5525646805763245
TNB,2025-05-11,1,lstm,0.7605633802816901,0.5251625776290894
TNC,2025-05-11,1,svm,0.5573770491803278,0.5102465965983306
TNG,2025-05-11,1,svm,0.6461538461538462,0.5143969496567383
TNM,2025-05-11,1,svm,0.9885057471264368,0.8599553069854171
TNT,2025-05-11,0,logistic_regression,0.45,0.832090272668684
TPC,2025-05-11,1,svm,0.7777777777777778,0.5077636612349409
TPH,2025-05-11,1,svm,0.8717948717948718,0.9953301417576227
TPP,2025-05-11,1,svm,0.7428571428571429,0.5375966065192755
TRA,2025-05-11,1,svm,0.6031746031746031,0.5
TRC,2025-05-11,0,logistic_regression,0.4102564102564102,0.8260548921280071
TS4,2025-05-11,1,logistic_regression,0.9885057471264368,0.5145155214098259
TSB,2025-05-11,1,svm,0.5573770491803278,0.9999999999792871
TSC,2025-05-11,1,svm,0.6349206349206349,0.5187066073031753
TST,2025-05-11,1,svm,0.8108108108108109,0.6519683878753499
TTC,2025-05-11,1,svm,0.7246376811594203,0.5286239272363277
TTF,2025-05-11,0,svm,0.5098039215686274,0.5512186248417784
TTG,2025-05-11,1,svm,0.7945205479452054,0.692986680032649
TV1,2025-05-11,1,svm,0.6461538461538462,0.5310578721018994
TV2,2025-05-11,1,svm,0.6031746031746031,0.5224964330890526
TV3,2025-05-11,1,svm,0.6666666666666666,0.5542684273919959
TV4,2025-05-11,1,svm,0.8266666666666667,0.5386100456394055
TVD,2025-05-11,1,logistic_regression,0.5806451612903226,0.9954551014171323
TVG,2025-05-11,1,lstm,0.9885057471264368,0.9816934466362
TXM,2025-05-11,1,svm,0.625,0.521036333423728
TYA,2025-05-11,1,lstm,0.7605633802816901,0.6234146356582642
UDC,2025-05-11,0,lstm,0.5384615384615384,0.5003620386123657
UDJ,2025-05-11,1,svm,0.7428571428571429,0.5369901956263786
UIC,2025-05-11,1,svm,0.7246376811594203,0.5
UNI,2025-05-11,0,logistic_regression,0.6511627906976745,0.9652526597935528
V12,2025-05-11,1,svm,0.7246376811594203,0.6209551218213125
V15,2025-05-11,1,lstm,0.9885057471264368,0.8901090025901794
V21,2025-05-11,0,logistic_regression,0.7619047619047619,0.8741158148919669
VBC,2025-05-11,1,svm,0.7246376811594203,0.6148468002069818
VBH,2025-05-11,1,svm,0.6885245901639344,0.6980332539847401
VC1,2025-05-11,1,svm,0.7777777777777778,0.6365863489408166
VC2,2025-05-11,1,svm,0.625,0.5293100423475846
VC3,2025-05-11,1,lstm,0.625,0.5294715762138367
VC5,2025-05-11,1,svm,0.8717948717948718,0.7999100226862351
VC6,2025-05-11,1,lstm,0.7945205479452054,0.6036093831062317
VC7,2025-05-11,0,lstm,0.4210526315789473,0.6140732765197754
VC9,2025-05-11,1,svm,0.7777777777777778,0.529506467983701
VCA,2025-05-11,0,logistic_regression,0.4444444444444444,0.9945374944528579
VCB,2025-05-11,1,svm,0.6111111111111112,0.6343552194727964
VCC,2025-05-11,1,svm,0.6666666666666666,0.556215145696039
VCF,2025-05-11,1,logistic_regression,0.6774193548387096,0.9337153240415539
VCG,2025-05-11,0,svm,0.6274509803921569,0.5975745832962333
VCM,2025-05-11,1,svm,0.6666666666666666,0.6656753827105534
VCR,2025-05-11,0,svm,0.4545454545454545,0.556003055033759
VCS,2025-05-11,1,svm,0.4285714285714285,0.9648833296144183
VCT,2025-05-11,1,lstm,0.9885057471264368,0.9453646540641785
VDL,2025-05-11,1,svm,0.9647058823529412,0.571430549404165
VDN,2025-05-11,1,lstm,0.7605633802816901,0.8697548508644104
VDS,2025-05-11,1,logistic_regression,0.5806451612903226,0.9989106988045493
VDT,2025-05-11,1,svm,0.8421052631578947,0.6675728921728675
VE1,2025-05-11,1,transformer,0.7605633802816901,0.641213059425354
VE2,2025-05-11,1,transformer,0.9885057471264368,0.6716172695159912
VE3,2025-05-11,1,svm,0.7945205479452054,0.5931983952190667
VE4,2025-05-11,1,lstm,0.9885057471264368,0.9637975692749023
VE8,2025-05-11,1,transformer,0.7945205479452054,0.5015406608581543
VE9,2025-05-11,1,lstm,0.8,0.5725358724594116
VES,2025-05-11,0,svm,0.9142857142857144,0.9905240902793571
VFC,2025-05-11,1,lstm,0.8108108108108109,0.6531691551208496
VFG,2025-05-11,1,svm,0.6461538461538462,0.5
VFR,2025-05-11,1,svm,0.6865671641791045,0.5896353961491511
VGP,2025-05-11,1,svm,0.7058823529411765,0.5709884412282307
VGS,2025-05-11,0,lstm,0.4117647058823529,0.5571988821029663
VHC,2025-05-11,1,lstm,0.625,0.6559573411941528
VHF,2025-05-11,1,lstm,0.9885057471264368,0.9539651870727539
VHG,2025-05-11,0,transformer,0.6153846153846154,0.586324155330658
VHH,2025-05-11,1,logistic_regression,0.4651162790697674,0.5111709674572803
VHL,2025-05-11,1,lstm,0.7536231884057971,0.5225391983985901
VIC,2025-05-11,1,svm,0.5098039215686274,0.5241715275539134
VID,2025-05-11,0,svm,0.1481481481481481,0.5298862996300744
VIE,2025-05-11,1,svm,0.7796610169491526,0.8641176527601544
VIG,2025-05-11,1,svm,0.6865671641791045,0.6141686536510863
VIP,2025-05-11,1,logistic_regression,0.5333333333333333,0.5576571533572329
VIR,2025-05-11,1,lstm,0.9647058823529412,0.956169605255127
VIT,2025-05-11,1,svm,0.7605633802816901,0.5528746838088526
VIX,2025-05-11,1,svm,0.6666666666666666,0.5203951471001117
VKC,2025-05-11,1,lstm,0.7605633802816901,0.5869480967521667
VLA,2025-05-11,1,svm,0.6865671641791045,0.73490527406228
VLF,2025-05-11,1,lstm,0.821917808219178,0.7295891046524048
VMC,2025-05-11,1,svm,0.7058823529411765,0.5665844604267639
VMD,2025-05-11,1,transformer,0.6451612903225806,0.522648811340332
VNA,2025-05-11,1,svm,0.5806451612903226,0.6099781647107654
VNC,2025-05-11,1,svm,0.7777777777777778,0.612132621276904
VND,2025-05-11,0,logistic_regression,0.64,0.762629085342333
VNE,2025-05-11,1,transformer,0.5,0.5332052111625671
VNF,2025-05-11,1,svm,0.6666666666666666,0.5926367619818382
VNG,2025-05-11,1,svm,0.5573770491803278,0.5219160745063605
VNH,2025-05-11,1,lstm,0.8571428571428571,0.6195581555366516
VNI,2025-05-11,0,lstm,0.8615384615384616,0.6003507375717163
VNL,2025-05-11,1,svm,0.7058823529411765,0.5562360390147693
VNM,2025-05-11,1,logistic_regression,0.5333333333333333,0.588218437766404
VNR,2025-05-11,1,svm,0.7246376811594203,0.5
VNS,2025-05-11,0,svm,0.6666666666666666,0.5348171365402049
VNT,2025-05-11,1,svm,0.8571428571428571,0.5608294664617604
VNX,2025-05-11,1,svm,0.9135802469135802,0.9028795455267415
VOS,2025-05-11,1,transformer,0.6666666666666666,0.5082971453666687
VPC,2025-05-11,1,svm,0.9135802469135802,0.6985200621866913
VPH,2025-05-11,0,svm,0.2727272727272727,0.5
VQC,2025-05-11,1,svm,0.7605633802816901,0.7205868257892503
VRC,2025-05-11,1,svm,0.5862068965517241,0.4939308515356165
VSC,2025-05-11,1,svm,0.7213114754098361,0.9999999999999699
VSG,2025-05-11,1,svm,0.8717948717948718,0.6280379032794485
VSH,2025-05-11,1,lstm,0.7945205479452054,0.683085560798645
VSI,2025-05-11,0,logistic_regression,0.4651162790697674,0.7625138331775652
VST,2025-05-11,1,svm,0.7777777777777778,0.6340013078831034
VTA,2025-05-11,1,svm,0.7605633802816901,0.5896865385043699
VTB,2025-05-11,1,transformer,0.5925925925925926,0.509713351726532
VTC,2025-05-11,1,svm,0.6666666666666666,0.5997106655371846
VTI,2025-05-11,1,logistic_regression,0.8421052631578947,0.9294701538760585
VTL,2025-05-11,1,transformer,0.8378378378378378,0.8154520988464355
VTO,2025-05-11,1,transformer,0.4444444444444444,0.5083593130111694
VTS,2025-05-11,1,svm,0.8717948717948718,0.6727950843130495
VTV,2025-05-11,1,svm,0.6666666666666666,0.5190908504947817
VXB,2025-05-11,1,svm,0.9397590361445785,0.6265015484528853
WCS,2025-05-11,1,svm,0.7428571428571429,0.5137816548145232
WSB,2025-05-11,1,svm,0.7428571428571429,0.5107512305726929
WSS,2025-05-11,0,lstm,0.8524590163934426,0.5673693418502808
WTC,2025-05-11,0,logistic_regression,0.4571428571428571,0.999982822295278
XMC,2025-05-11,1,lstm,0.6461538461538462,0.503624439239502
YBC,2025-05-11,0,logistic_regression,0.5652173913043478,0.9714991583765981
